TotalDisplacement 8464913
MaxDisplacement 3156
NumCells 12028
c10576 -33330 25760
c1366 -33330 -24136
c6300 -33330 -27664
c4163 -33330 22232
c1980 -33330 3080
c7875 -33330 -4984
c8252 -33330 17192
c5119 -33330 19208
c3263 -33330 28784
c3285 -33330 31808
c7567 -33330 560
c7921 -33330 3584
c240 -33330 -32200
c5172 -33330 25256
c7454 -33330 -9016
c7927 -33330 -1960
c6085 -33330 -8512
c4137 -33330 -30688
c9925 -33330 -6496
c11298 -33330 19712
c1273 -33330 2576
c8388 -33330 -21112
c11813 -33330 9128
c9255 -33330 -7504
c9251 -33330 -31696
c2053 -33330 -21616
c8328 -33330 -32704
c10643 -33330 18704
c2035 -33330 9632
c5062 -33330 24752
c5670 -33330 -2968
c5660 -33330 28280
c11963 -33330 -25144
c7865 -33330 31304
c5648 -33330 22736
c11429 -33330 12152
c5301 -33330 -9520
c10758 -33330 18200
c1556 -33330 13160
c10862 -33330 -31192
c3071 -33330 -20608
c7537 -33330 -30184
c1681 -33330 -16072
c6163 -33330 2072
c9790 -33330 15176
c8087 -33330 14672
c5390 -33330 -12040
c7051 -33330 8624
c1635 -33330 10136
c8071 -33330 -8008
c176 -33330 30800
c3103 -33330 27776
c4108 -33330 -25648
c2961 -33330 26264
c11861 -33330 -5992
c6720 -33330 -23128
c7955 -33330 29288
c5523 -33330 16688
c1488 -33330 7112
c4117 -33330 -27160
c9154 -33330 -7000
c2023 -33330 -22120
c11477 -33330 20216
c10875 -33330 5600
c209 -33330 1064
c6197 -33330 56
c6194 -33330 15680
c3164 -33330 21728
c1721 -33330 -26656
c11201 -33330 11648
c7781 -32274 9632
c8820 -33330 -5488
c2276 -33330 23240
c7186 -33330 -15568
c5801 -33330 6608
c8782 -33330 -10024
c2322 -33330 -14560
c10311 -33330 32312
c949 -33330 -17080
c5830 -33330 21224
c1140 -33330 29792
c8774 -33330 -16576
c2653 -33330 4088
c4462 -32406 8624
c5854 -33330 14168
c11270 -33330 24248
c9437 -33330 32816
c2628 -32538 23240
c8750 -33330 -28168
c1095 -33330 6104
c11209 -33330 -23632
c4709 -33330 4592
c4698 -32538 30800
c4487 -33330 -1456
c5950 -33330 1568
c4531 -33330 20720
c9407 -33330 -20104
c2530 -33330 16184
c4578 -33330 26768
c7657 -32274 -5992
c8490 -33330 -22624
c6626 -33330 23744
c334 -33330 27272
c2171 -32274 1568
c2252 -33330 -2464
c9981 -32538 -23128
c330 -33330 17696
c5089 -31746 24248
c5879 -33330 -12544
c1806 -33330 -17584
c5741 -33330 -448
c6069 -33330 11144
c7421 -33330 5096
c5964 -32406 6104
c987 -32802 -15568
c8390 -33330 -952
c3948 -33330 12656
c2319 -31878 1568
c742 -33198 7616
c2460 -32406 56
c8752 -33330 -11032
c2489 -32274 -1960
c6996 -33330 -3472
c10527 -33330 -10528
c6424 -31746 -7000
c6522 -33330 -3976
c335 -31746 -10024
c6645 -33330 -15064
c5105 -33000 -13048
c470 -33330 -28672
c9287 -33330 -13552
c10985 -33000 -19096
c8914 -33330 -18592
c5750 -32934 -19600
c3011 -33330 -29176
c1697 -33330 -18088
c2852 -33330 13664
c2049 -32406 -20104
c7056 -31878 -3472
c1663 -32274 11144
c10185 -32538 -12040
c1104 -32406 13160
c11149 -32538 13664
c5393 -31746 -18088
c9545 -31746 25256
c3938 -32406 5600
c10355 -33330 -29680
c8719 -31746 16688
c10890 -31746 17192
c8971 -31746 -18592
c5804 -31482 -17584
c4297 -31746 5096
c4504 -31746 6608
c771 -33330 -14056
c5053 -31746 7112
c1841 -32670 -11536
c7539 -31482 -13552
c4267 -31482 -16072
c9077 -32406 -29680
c8536 -31746 -29176
c8949 -31746 -28672
c8063 -31746 22736
c6289 -31746 -15064
c8856 -33330 10640
c6805 -33330 -24640
c5100 -32274 -24136
c3880 -31746 -30184
c7472 -31746 11648
c370 -31746 25760
c3404 -33198 -4480
c3134 -32934 -4480
c9939 -32406 3584
c11440 -32670 -4480
c2835 -31746 9128
c2671 -33330 30296
c2785 -33330 -33208
c2295 -32406 -28168
c6739 -32274 -4984
c7325 -31746 22232
c7595 -31746 17696
c11036 -32274 -5488
c4873 -31746 -22624
c6509 -31746 -25144
c1680 -31746 -32704
c3817 -31746 -2968
c8982 -33330 -26152
c8147 -31746 -26656
c10129 -31746 -27160
c3328 -31746 -25648
c8958 -32274 -23632
c11656 -31482 -23128
c1736 -31746 -31192
c9567 -32274 18200
c632 -31746 -33208
c5928 -31746 -26152
c5751 -32274 27776
c11742 -32142 -4480
c4549 -31746 -8008
c10664 -31746 -32200
c10041 -32274 10640
c4361 -31350 7112
c955 -32142 -9016
c8178 -31746 -22120
c8871 -31746 20720
c6428 -31482 -11032
c9240 -31746 28784
c8563 -31482 -14560
c5986 -31482 -10528
c3717 -31746 -4984
c8300 -31746 -24640
c6523 -31746 10136
c8652 -31746 -3976
c3464 -31614 -4984
c6023 -31746 14168
c6653 -31746 -14056
c15 -30954 10136
c10688 -31746 4088
c4746 -31482 -5488
c450 -31746 -7504
c4518 -31746 29288
c7213 -31614 30800
c6888 -31350 -28168
c11086 -32406 560
c3538 -30690 9632
c2026 -31746 21728
c8168 -31614 1568
c11192 -31746 12152
c9643 -31746 26264
c1960 -31746 16184
c51 -31746 28280
c2794 -31812 27272
c7116 -30690 28784
c3237 -31746 -8512
c9385 -31482 -448
c11279 -31746 3080
c6883 -33198 8120
c4235 -32274 8120
c1875 -31350 -4984
c11615 -31680 2576
c9432 -31086 -8008
c9645 -31350 560
c7699 -31482 -12544
c2746 -32538 26768
c9017 -31614 31304
c7582 -31614 -4480
c6029 -30954 -15568
c5179 -32274 30296
c8676 -31482 -16576
c9809 -30822 -26152
c8327 -31548 -31696
c4686 -31746 32816
c2209 -31746 32312
c1246 -31746 31808
c9490 -30162 32816
c2168 -30822 25760
c6659 -30690 25256
c11947 -30822 -5488
c10995 -31746 -6496
c1035 -31746 23744
c548 -31746 19208
c5441 -31746 19712
c4753 -31746 18704
c472 -31416 20216
c10551 -31746 14672
c10175 -31086 -6496
c11253 -30954 13664
c9359 -31350 -8512
c11320 -30690 -7000
c10013 -30558 14672
c9791 -30690 -22120
c1965 -31746 -21616
c8627 -30558 14168
c5337 -31350 8120
c7520 -31746 2072
c3300 -30954 16184
c6584 -30954 23240
c5479 -31350 -9520
c3401 -30822 -6496
c2912 -30822 22736
c9412 -30822 23744
c4692 -31350 10640
c7597 -29898 -10024
c499 -31086 7112
c5512 -31746 -2464
c3431 -30360 -1960
c7500 -30822 4088
c2673 -31350 7616
c9209 -31746 4592
c4350 -30162 -22624
c1600 -30822 -4984
c982 -30294 -2968
c1168 -30030 14168
c7586 -30954 -9520
c10759 -30162 6608
c10460 -30162 -9520
c6218 -30822 8624
c6532 -31350 15680
c1019 -30690 -31192
c8156 -30162 17192
c4710 -29766 4088
c2508 -30822 6104
c1333 -29370 6608
c10095 -30558 56
c4186 -29898 30296
c7892 -29898 -10528
c7147 -30162 16688
c7477 -30294 -20104
c6164 -30690 -12544
c10411 -31746 1064
c3616 -30954 7616
c3036 -30294 -12544
c4827 -30030 25760
c6954 -30558 4592
c3172 -30690 -5992
c11547 -29766 25760
c11144 -31086 -8512
c10490 -31746 -20608
c3150 -30558 -6496
c4938 -29766 -21112
c1002 -30294 -5488
c10083 -30162 -7000
c5514 -30558 -4480
c8572 -30690 1064
c5145 -30426 -8008
c9671 -29898 -5488
c6656 -29634 -10528
c6795 -30492 -31696
c10851 -31086 -19600
c7457 -29898 -16072
c10910 -29502 -10024
c2908 -30162 -4480
c11292 -30690 -16576
c3608 -29898 -11032
c3499 -30822 3080
c3777 -29766 2576
c3212 -30690 -21616
c10172 -30690 29288
c840 -30426 -20608
c153 -29502 -11032
c11286 -30294 5600
c10222 -31020 -19096
c9823 -29502 -7000
c2901 -29502 560
c837 -29634 -448
c2781 -29898 -17584
c11352 -30162 8120
c2084 -30162 -26656
c9105 -31152 -9016
c6907 -30822 24248
c5458 -30558 -4984
c7172 -30690 -7504
c4157 -30096 5096
c2702 -29370 -16072
c2160 -31746 21224
c6851 -31218 -17080
c3269 -29106 -10024
c3964 -30690 2072
c8726 -30690 20720
c9599 -30162 -15568
c11865 -30162 -7504
c8206 -30162 19208
c7532 -28974 -10024
c8378 -31746 12656
c5420 -29634 20216
c7761 -29238 -16576
c4546 -30822 26264
c1546 -29766 4592
c6621 -30294 -6496
c10000 -30162 -15064
c7278 -30558 -19600
c9354 -31746 -1456
c3657 -29898 -22120
c7934 -29898 9632
c8146 -31482 18200
c2531 -31482 -952
c5633 -30558 3584
c8033 -30426 3584
c1316 -30294 3584
c3266 -29898 -4480
c1321 -30822 13160
c3018 -30426 -5992
c11736 -30558 -14056
c5682 -30690 9128
c4749 -30360 -9016
c10225 -30096 -9016
c2144 -30822 21224
c9346 -30162 -4984
c1468 -29832 -9016
c3819 -30294 -3472
c11360 -30030 30800
c2438 -30162 8624
c10124 -28842 -22120
c2931 -31482 24752
c11789 -30822 21728
c6337 -30162 18704
c7192 -30954 29792
c4868 -28842 -10024
c2071 -30162 -29176
c623 -30624 1568
c10843 -30294 -8512
c11226 -29634 -13552
c7926 -29436 -27664
c6269 -29766 -27160
c8375 -30558 -28168
c5797 -30162 -28672
c7714 -30954 12152
c5700 -29436 11648
c6788 -30690 22232
c6160 -30162 3584
c591 -29634 -15064
c4896 -30030 -26152
c4674 -29898 -5992
c10054 -29106 -13552
c6425 -29964 1568
c6034 -30030 16184
c7659 -29634 -21616
c9232 -30558 -13048
c5536 -31548 -30688
c1586 -30162 7112
c1551 -30954 26768
c1165 -29370 25760
c3297 -29766 16184
c8749 -30690 13664
c3849 -29370 23240
c9169 -30690 -32704
c7415 -30162 -33208
c2190 -30162 10136
c2201 -29502 14168
c11162 -30162 7616
c6057 -29238 -10528
c11267 -29898 -18592
c3697 -30030 -6496
c5092 -30030 -14056
c11489 -30030 -19600
c10616 -30162 17696
c3528 -29502 3584
c6480 -29634 -8512
c3380 -29898 12656
c9846 -30162 19712
c10942 -30822 -29680
c164 -28578 -29176
c3611 -29370 -4480
c4239 -30558 15680
c7287 -29238 -26152
c8042 -28974 13160
c11375 -29634 -7504
c4862 -30294 -3976
c3121 -29238 23744
c9016 -30690 10640
c8936 -29502 -18592
c9875 -30162 10640
c613 -29106 23240
c1780 -29370 -5488
c1134 -30162 -25648
c7854 -28842 -2968
c9446 -29766 20720
c6868 -30030 -3976
c9061 -29502 -6496
c5166 -29238 -9520
c8460 -28578 9632
c7061 -29634 17696
c2011 -29238 -6496
c2330 -29634 -4984
c5160 -31746 15176
c9158 -30030 -13048
c2157 -30360 11144
c9625 -28578 -28672
c9749 -28842 -15568
c1224 -29238 17696
c8865 -29898 -17080
c282 -29634 -3976
c5426 -29370 -17080
c879 -30954 -30184
c9787 -29370 -18088
c9295 -29634 -5992
c2132 -29370 12656
c10702 -29634 10640
c9821 -29106 -7504
c395 -28974 3584
c9041 -29106 -5992
c1258 -30492 -24136
c8200 -28842 -5488
c8090 -29106 -15064
c5320 -29634 -952
c3821 -29634 7616
c10433 -29238 24248
c4242 -30360 -24640
c8412 -28974 -6496
c7260 -29634 -8008
c6185 -29106 25256
c4006 -28842 10136
c1271 -29370 -952
c7816 -30030 -12040
c1942 -29700 -19096
c3338 -30030 2072
c9532 -29370 -8512
c9801 -28974 -5992
c11934 -29106 -19096
c8308 -29502 2072
c7794 -28314 25760
c10220 -29370 -19600
c11522 -28842 7112
c4756 -29898 -12544
c3228 -30492 -14560
c11168 -30030 -23632
c2855 -29238 6104
c3774 -29766 5600
c326 -29370 5600
c597 -29106 -4984
c5299 -29832 11144
c1400 -29898 14672
c3622 -30162 31808
c5880 -30624 31304
c9841 -30162 32312
c11919 -28974 30800
c11594 -29238 16688
c11948 -29238 26264
c7813 -29040 27272
c1881 -29238 -29680
c2669 -29370 -30184
c7376 -29370 -12544
c8051 -28578 -7000
c480 -29502 -13048
c4903 -29568 -9016
c5689 -29370 -8008
c11667 -28974 17192
c3796 -29238 -8008
c1891 -29106 12152
c10299 -29898 8120
c4203 -28710 -5488
c168 -30162 -2464
